blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,lat,lng,postal
763,YISHUN ST 72,4,1985,Y,N,N,N,N,N,YS,39,0,0,38,0,1,0,0,0,0,0,0,0,1.42789175235991,103.833263821144,NIL
764,BEDOK RESERVOIR VIEW,15,1998,Y,N,N,N,N,N,BD,58,0,0,0,58,0,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
764,CHOA CHU KANG NTH 5,11,1995,Y,Y,N,N,N,N,CCK,50,0,0,0,0,0,50,0,0,0,0,0,0,1.3919289820513,103.746608588015,NIL
764,JURONG WEST ST 74,15,1994,Y,N,N,N,N,N,JW,96,0,0,0,54,42,0,0,0,0,0,0,0,1.34935485880002,103.699224307949,NIL
764,PASIR RIS ST 71,15,1994,Y,N,N,Y,N,N,PRC,72,0,0,0,36,36,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
764,WOODLANDS CIRCLE,12,2001,Y,N,N,N,N,N,WL,91,0,0,0,47,44,0,0,0,0,0,0,0,1.4456118798325,103.796777439778,731764
764,YISHUN ST 72,12,1985,Y,N,N,N,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0,1.42789175235991,103.833263821144,NIL
764A,JURONG WEST ST 74,4,1994,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34935485880002,103.699224307949,NIL
764A,WOODLANDS CIRCLE,13,2001,Y,N,N,Y,N,N,WL,84,0,0,0,36,48,0,0,0,0,0,0,0,1.4456118798325,103.796777439778,731764
764B,WOODLANDS CIRCLE,14,2015,Y,N,N,Y,N,Y,WL,128,0,29,0,0,0,0,0,99,0,0,0,0,1.4456118798325,103.796777439778,731764
765,BEDOK RESERVOIR VIEW,18,1999,Y,N,N,Y,N,N,BD,151,0,0,0,83,68,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
765,CHOA CHU KANG NTH 5,9,1995,Y,N,N,N,N,N,CCK,67,0,0,0,51,16,0,0,0,0,0,0,0,1.3919289820513,103.746608588015,NIL
765,JURONG WEST ST 74,15,1995,Y,N,N,N,N,N,JW,94,0,0,0,52,42,0,0,0,0,0,0,0,1.34935485880002,103.699224307949,NIL
765,PASIR RIS ST 71,15,1994,Y,N,N,N,N,N,PRC,61,0,0,0,33,28,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
765,WOODLANDS CIRCLE,13,2001,Y,N,N,N,N,N,WL,84,0,0,0,84,0,0,0,0,0,0,0,0,1.4456118798325,103.796777439778,731764
765,YISHUN ST 72,12,1985,Y,N,N,Y,N,N,YS,114,0,0,0,114,0,0,0,0,0,0,0,0,1.42789175235991,103.833263821144,NIL
765A,BEDOK RESERVOIR VIEW,4,1999,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
765A,WOODLANDS CIRCLE,1,2001,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4456118798325,103.796777439778,731764
766,BEDOK RESERVOIR VIEW,18,1999,Y,N,N,N,N,N,BD,155,0,0,0,87,68,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
766,CHOA CHU KANG NTH 5,14,1995,Y,N,N,N,N,N,CCK,80,0,0,0,54,26,0,0,0,0,0,0,0,1.3919289820513,103.746608588015,NIL
766,JURONG WEST ST 74,15,1994,Y,N,N,N,N,N,JW,96,0,0,0,54,42,0,0,0,0,0,0,0,1.34935485880002,103.699224307949,NIL
766,PASIR RIS ST 71,16,1994,Y,Y,N,Y,N,N,PRC,78,0,0,0,39,39,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
766,WOODLANDS CIRCLE,13,2001,Y,N,N,N,N,N,WL,81,0,0,0,38,43,0,0,0,0,0,0,0,1.4456118798325,103.796777439778,731764
766,YISHUN AVE 3,12,1985,Y,N,N,Y,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0,1.42370059544003,103.829929377313,NIL
766A,WOODLANDS CIRCLE,5,2001,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4456118798325,103.796777439778,731764
767,BEDOK RESERVOIR VIEW,18,1999,Y,N,N,N,N,N,BD,155,0,0,0,87,68,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
767,CHOA CHU KANG ST 54,17,1995,Y,N,N,Y,N,N,CCK,92,0,0,0,61,31,0,0,0,0,0,0,0,1.39477397136773,103.749066052478,NIL
767,PASIR RIS ST 71,16,1995,Y,N,N,N,N,N,PRC,78,0,0,0,39,39,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
767,WOODLANDS CIRCLE,13,2001,Y,N,N,N,N,N,WL,86,0,0,0,38,48,0,0,0,0,0,0,0,1.4456118798325,103.796777439778,731764
767,YISHUN AVE 3,4,1985,Y,N,N,N,N,N,YS,20,0,0,20,0,0,0,0,0,0,0,0,0,1.42370059544003,103.829929377313,NIL
768,BEDOK RESERVOIR VIEW,15,1999,Y,N,N,N,N,N,BD,58,0,0,0,58,0,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
768,CHOA CHU KANG ST 54,11,1995,Y,Y,N,N,N,N,CCK,50,0,0,0,0,0,50,0,0,0,0,0,0,1.39477397136773,103.749066052478,NIL
768,PASIR RIS ST 71,16,1994,Y,N,N,N,N,N,PRC,71,0,0,0,41,30,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
768,WOODLANDS AVE 6,3,1999,N,Y,N,Y,N,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43947531142587,103.802735390822,NIL
768,YISHUN AVE 3,12,1985,Y,N,N,N,N,N,YS,114,0,0,0,114,0,0,0,0,0,0,0,0,1.42370059544003,103.829929377313,NIL
768A,BEDOK RESERVOIR VIEW,1,1999,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
769,BEDOK RESERVOIR VIEW,19,1999,Y,N,N,N,N,N,BD,164,0,0,0,92,72,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
769,CHOA CHU KANG ST 54,19,1995,Y,N,N,N,N,N,CCK,110,0,0,0,73,37,0,0,0,0,0,0,0,1.39477397136773,103.749066052478,NIL
769,PASIR RIS ST 71,16,1994,Y,N,N,N,N,N,PRC,71,0,0,0,41,30,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
769,WOODLANDS DR 60,14,1996,Y,N,N,Y,N,N,WL,148,0,0,0,96,52,0,0,0,0,0,0,0,1.4470300695077,103.799839531114,NIL
769,YISHUN AVE 3,4,1985,Y,Y,N,N,N,N,YS,15,0,0,9,6,0,0,0,0,0,0,0,0,1.42370059544003,103.829929377313,NIL
769A,BEDOK RESERVOIR VIEW,4,1999,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
77,BEDOK NTH RD,14,1977,Y,N,N,N,N,N,BD,206,0,0,204,0,2,0,0,0,0,0,0,0,1.33060762647616,103.930375074275,NIL
77,CIRCUIT RD,2,1966,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32606517030891,103.888432857776,NIL
77,INDUS RD,12,1972,Y,Y,N,N,N,N,BM,160,0,0,160,0,0,0,0,0,0,0,0,0,1.29002901281893,103.829596125913,NIL
77,LOR LIMAU,16,1972,Y,N,N,Y,N,N,KWN,206,0,0,202,0,4,0,0,0,0,0,0,0,1.324383638711,103.854629100941,NIL
77,MARINE DR,25,1976,Y,N,N,N,N,N,MP,96,0,0,0,0,96,0,0,0,0,0,0,0,1.30445743674353,103.909602924396,440067
77,REDHILL RD,1,2005,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28761125592822,103.816212431764,NIL
77,SENG POH RD,3,1937,Y,N,N,N,N,N,BM,24,0,2,15,7,0,0,0,0,0,0,0,0,1.28484138723013,103.832927697385,NIL
77,TELOK BLANGAH DR,14,1977,Y,Y,N,N,N,N,BM,142,0,0,115,24,2,1,0,0,0,0,0,0,1.27278271696985,103.808962654042,NIL
77A,INDUS RD,1,2003,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29002901281893,103.829596125913,NIL
77A,MARINE DR,6,2013,N,N,N,N,Y,N,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30445743674353,103.909602924396,440067
77A,REDHILL RD,30,2004,Y,N,N,N,N,N,BM,174,0,0,0,116,58,0,0,0,0,0,0,0,1.28761125592822,103.816212431764,NIL
770,BEDOK RESERVOIR VIEW,17,1999,Y,N,N,N,N,N,BD,142,0,0,0,78,64,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
770,CHOA CHU KANG ST 54,19,1995,Y,N,N,N,N,N,CCK,110,0,0,0,73,37,0,0,0,0,0,0,0,1.39477397136773,103.749066052478,NIL
770,PASIR RIS ST 71,16,1995,Y,N,N,N,N,N,PRC,69,0,0,0,39,30,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
770,WOODLANDS DR 60,14,1996,Y,N,N,Y,N,N,WL,114,0,0,0,62,52,0,0,0,0,0,0,0,1.4470300695077,103.799839531114,NIL
770,YISHUN AVE 3,12,1985,Y,N,N,Y,N,N,YS,136,0,0,0,96,40,0,0,0,0,0,0,0,1.42370059544003,103.829929377313,NIL
770A,PASIR RIS ST 71,1,1995,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
771,BEDOK RESERVOIR VIEW,17,1999,Y,N,N,N,N,N,BD,142,0,0,0,78,64,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
771,CHOA CHU KANG ST 54,16,1995,Y,N,N,N,N,N,CCK,92,0,0,0,61,31,0,0,0,0,0,0,0,1.39477397136773,103.749066052478,NIL
771,PASIR RIS ST 71,16,1994,Y,N,N,N,N,N,PRC,69,0,0,0,39,30,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
771,WOODLANDS DR 60,14,1996,Y,N,N,N,N,N,WL,124,0,0,0,98,26,0,0,0,0,0,0,0,1.4470300695077,103.799839531114,NIL
771,YISHUN AVE 3,12,1985,Y,Y,N,N,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0,1.42370059544003,103.829929377313,NIL
771A,CHOA CHU KANG ST 54,5,1995,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39477397136773,103.749066052478,NIL
772,BEDOK RESERVOIR VIEW,19,1999,Y,N,N,N,N,N,BD,160,0,0,0,88,72,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
772,PASIR RIS ST 71,16,1994,Y,N,N,N,N,N,PRC,69,0,0,0,39,30,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
772,WOODLANDS DR 60,14,1996,Y,N,N,N,N,N,WL,91,0,0,0,52,39,0,0,0,0,0,0,0,1.4470300695077,103.799839531114,NIL
772,YISHUN AVE 3,12,1985,Y,N,N,N,N,N,YS,114,0,0,0,114,0,0,0,0,0,0,0,0,1.42370059544003,103.829929377313,NIL
772A,BEDOK RESERVOIR VIEW,5,1999,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
773,BEDOK RESERVOIR VIEW,19,1999,Y,N,N,N,N,N,BD,164,0,0,0,92,72,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
773,PASIR RIS ST 71,16,1995,Y,Y,N,N,N,N,PRC,69,0,0,0,39,30,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
773,WOODLANDS DR 60,14,1996,Y,N,N,N,N,N,WL,119,0,0,0,119,0,0,0,0,0,0,0,0,1.4470300695077,103.799839531114,NIL
773,YISHUN AVE 3,12,1985,Y,N,N,Y,N,N,YS,136,0,0,68,68,0,0,0,0,0,0,0,0,1.42370059544003,103.829929377313,NIL
773A,PASIR RIS ST 71,5,1994,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
773A,WOODLANDS DR 60,6,1996,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4470300695077,103.799839531114,NIL
774,BEDOK RESERVOIR VIEW,19,1999,Y,N,N,N,N,N,BD,164,0,0,0,92,72,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
774,PASIR RIS ST 71,16,1995,Y,N,N,N,N,N,PRC,71,0,0,0,41,30,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
774,WOODLANDS CRES,14,1996,Y,N,N,N,N,N,WL,93,0,0,0,93,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
774,YISHUN AVE 3,12,1985,Y,N,N,N,N,N,YS,204,0,0,137,67,0,0,0,0,0,0,0,0,1.42370059544003,103.829929377313,NIL
775,BEDOK RESERVOIR VIEW,1,1999,N,N,N,Y,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33655001322406,103.935821972335,470775
775,PASIR RIS ST 71,16,1995,Y,Y,N,N,N,N,PRC,69,0,0,0,39,30,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
775,WOODLANDS CRES,14,1996,Y,N,N,N,N,N,WL,119,0,0,0,119,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
775,YISHUN RING RD,13,1985,Y,N,N,N,N,N,YS,120,0,0,0,36,84,0,0,0,0,0,0,0,1.42612719073754,103.832079231115,NIL
775A,BEDOK RESERVOIR VIEW,1,1999,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33772226878423,103.935051430356,NIL
775A,WOODLANDS CRES,5,1996,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
776,PASIR RIS ST 71,16,1995,Y,Y,N,N,N,N,PRC,78,0,0,0,39,39,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
776,WOODLANDS CRES,14,1996,Y,N,N,N,N,N,WL,125,0,0,0,75,50,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
776,YISHUN AVE 2,13,1986,Y,N,N,N,N,N,YS,120,0,0,0,36,84,0,0,0,0,0,0,0,1.42571397983231,103.835139618109,NIL
777,PASIR RIS ST 71,16,1995,Y,N,N,N,N,N,PRC,78,0,0,0,39,39,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
777,WOODLANDS CRES,14,1996,Y,N,N,N,N,N,WL,98,0,0,0,50,48,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
777,YISHUN AVE 2,4,1985,Y,N,N,N,N,N,YS,28,0,0,28,0,0,0,0,0,0,0,0,0,1.42571397983231,103.835139618109,NIL
778,PASIR RIS ST 71,16,1995,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
778,WOODLANDS DR 60,14,1996,Y,N,N,N,N,N,WL,111,0,0,0,61,50,0,0,0,0,0,0,0,1.4470300695077,103.799839531114,NIL
778,YISHUN AVE 2,12,1985,Y,N,N,N,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,1.42571397983231,103.835139618109,NIL
779,PASIR RIS ST 71,16,1995,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
779,WOODLANDS CRES,14,1996,Y,N,N,N,N,N,WL,94,0,0,0,46,48,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
779,YISHUN AVE 2,4,1985,Y,Y,N,N,N,N,YS,10,0,0,5,5,0,0,0,0,0,0,0,0,1.42571397983231,103.835139618109,NIL
78,BEDOK NTH RD,14,1977,Y,N,N,N,N,N,BD,130,0,0,0,130,0,0,0,0,0,0,0,0,1.33060762647616,103.930375074275,NIL
78,CIRCUIT RD,2,1966,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32606517030891,103.888432857776,NIL
78,DAWSON RD,28,2019,Y,N,N,N,N,N,QT,99,0,0,27,72,0,0,0,0,0,0,0,0,1.29455078613826,103.810577720391,NIL
78,GUAN CHUAN ST,5,1937,Y,Y,N,N,N,N,BM,48,0,0,8,40,0,0,0,0,0,0,0,0,1.28282902451332,103.831638463724,NIL
78,INDUS RD,20,1972,Y,Y,N,N,N,N,BM,144,0,0,144,0,0,0,0,0,0,0,0,0,1.29002901281893,103.829596125913,NIL
78,LOR LIMAU,40,2017,Y,N,N,Y,N,N,KWN,405,0,86,0,249,0,0,0,70,0,0,0,0,1.324383638711,103.854629100941,NIL
78,MARINE DR,25,1976,Y,N,N,N,N,N,MP,96,0,0,0,0,96,0,0,0,0,0,0,0,1.30445743674353,103.909602924396,440067
78,MOH GUAN TER,5,1937,Y,Y,N,N,N,N,BM,70,0,6,29,35,0,0,0,0,0,0,0,0,1.28385841277666,103.83047901508,NIL
78,REDHILL LANE,10,1970,Y,Y,N,N,N,N,BM,144,0,0,0,0,0,0,0,0,0,144,0,0,1.28816432367238,103.81841009034,NIL
78,YONG SIAK ST,5,1937,Y,Y,N,N,N,N,BM,48,0,0,8,40,0,0,0,0,0,0,0,0,1.28272287265694,103.830305221478,NIL
78A,DAWSON RD,7,2019,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29455078613826,103.810577720391,NIL
78A,INDUS RD,2,2003,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29002901281893,103.829596125913,NIL
78A,LOR LIMAU,6,2017,N,N,N,Y,Y,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.324383638711,103.854629100941,NIL
78A,TELOK BLANGAH ST 32,7,2000,N,Y,N,Y,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27338251992557,103.808934807512,101078
78A,TOA PAYOH CTRL,1,2008,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33335596212429,103.848865687447,310183
78B,LOR LIMAU,1,2017,N,N,N,N,N,Y,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.324383638711,103.854629100941,NIL
78B,STRATHMORE AVE,2,2019,N,Y,N,Y,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29397763050624,103.809263545465,NIL
78B,TELOK BLANGAH ST 32,2,2004,N,Y,N,Y,N,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27516362807393,103.809486151014,NIL
78B,TOA PAYOH CTRL,7,2007,N,N,N,Y,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33335596212429,103.848865687447,310183
78C,TOA PAYOH CTRL,1,2007,N,Y,N,N,N,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33335596212429,103.848865687447,310183
780,PASIR RIS ST 71,16,1994,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
780,WOODLANDS CRES,5,2013,N,Y,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
780,YISHUN RING RD,4,1985,Y,Y,N,N,N,N,YS,10,0,0,5,5,0,0,0,0,0,0,0,0,1.42612719073754,103.832079231115,NIL
780A,WOODLANDS CRES,16,2013,Y,N,N,N,N,N,WL,155,0,120,35,0,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
780B,WOODLANDS CRES,16,2013,Y,N,N,N,N,N,WL,135,0,90,45,0,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
780C,WOODLANDS CRES,16,2013,Y,N,N,N,N,N,WL,135,0,0,30,105,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
780D,WOODLANDS CRES,16,2014,Y,N,N,Y,N,N,WL,90,0,0,0,90,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
780E,WOODLANDS CRES,16,2013,Y,N,N,Y,N,N,WL,119,0,0,0,119,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
780F,WOODLANDS CRES,16,2014,Y,N,N,N,N,N,WL,155,0,120,35,0,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
780G,WOODLANDS CRES,1,2014,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
781,PASIR RIS ST 71,16,1995,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
781,WOODLANDS AVE 9,5,2022,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44431165485789,103.790067364842,738954
781,YISHUN RING RD,12,1985,Y,N,N,Y,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,1.42612719073754,103.832079231115,NIL
781A,WOODLANDS AVE 9,1,2023,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44431165485789,103.790067364842,738954
781B,WOODLANDS AVE 9,16,2022,Y,N,N,Y,N,N,WL,150,0,0,0,60,90,0,0,0,0,0,0,0,1.44431165485789,103.790067364842,738954
781C,WOODLANDS AVE 9,16,2022,Y,N,N,N,N,N,WL,209,0,105,45,59,0,0,0,0,0,0,0,0,1.44431165485789,103.790067364842,738954
781D,WOODLANDS AVE 9,16,2022,Y,N,N,N,N,N,WL,165,0,120,0,45,0,0,0,0,0,0,0,0,1.44431165485789,103.790067364842,738954
781E,WOODLANDS AVE 9,16,2022,Y,N,N,N,N,N,WL,105,0,60,45,0,0,0,0,0,0,0,0,0,1.44431165485789,103.790067364842,738954
782,PASIR RIS ST 71,16,1995,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
782,WOODLANDS CRES,6,2013,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
782,YISHUN RING RD,4,1985,Y,N,N,N,N,N,YS,40,0,0,24,16,0,0,0,0,0,0,0,0,1.42612719073754,103.832079231115,NIL
782A,PASIR RIS ST 71,4,1995,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37566951764989,103.937227852981,NIL
782A,WOODLANDS CRES,16,2013,Y,N,N,Y,N,N,WL,90,0,0,0,30,60,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
782B,WOODLANDS CRES,16,2013,Y,N,N,N,N,N,WL,90,0,0,0,30,60,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
782C,WOODLANDS CRES,16,2013,Y,N,N,N,N,N,WL,105,0,0,45,60,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
782D,WOODLANDS CRES,16,2014,Y,N,N,Y,N,N,WL,135,0,0,30,75,30,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
782E,WOODLANDS CRES,16,2014,Y,N,N,Y,N,N,WL,120,0,0,0,60,60,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
782F,WOODLANDS CRES,1,2014,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44683942412602,103.802333010722,NIL
783,WOODLANDS RISE,7,2017,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
783,YISHUN RING RD,12,1985,Y,N,N,Y,N,N,YS,132,0,0,66,66,0,0,0,0,0,0,0,0,1.42612719073754,103.832079231115,NIL
783A,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,WL,120,0,0,0,60,60,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
783A,YISHUN RING RD,1,2007,N,N,N,N,N,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42612719073754,103.832079231115,NIL
783B,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,WL,90,0,0,0,45,45,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
783C,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,WL,120,0,0,0,60,60,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
783D,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,WL,90,0,0,0,45,45,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
783E,WOODLANDS RISE,1,2018,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
784,CHOA CHU KANG DR,16,1995,Y,N,N,N,N,N,CCK,82,0,0,0,43,39,0,0,0,0,0,0,0,1.39415827544576,103.746328017117,NIL
784,YISHUN AVE 2,12,1985,Y,N,N,N,N,N,YS,132,0,0,66,66,0,0,0,0,0,0,0,0,1.42571397983231,103.835139618109,NIL
784A,WOODLANDS RISE,14,2017,Y,N,N,N,N,N,WL,78,0,0,0,39,39,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
784B,WOODLANDS RISE,14,2017,Y,N,N,N,N,N,WL,104,0,0,52,52,0,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
784C,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,WL,104,0,0,52,52,0,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
785,CHOA CHU KANG DR,16,1995,Y,N,N,Y,N,N,CCK,104,0,0,0,60,44,0,0,0,0,0,0,0,1.39415827544576,103.746328017117,NIL
785,WOODLANDS RISE,7,2017,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
785,YISHUN AVE 2,13,1987,Y,N,N,N,N,N,YS,96,0,0,0,39,57,0,0,0,0,0,0,0,1.42571397983231,103.835139618109,NIL
785A,WOODLANDS RISE,14,2017,Y,N,N,N,N,N,WL,416,0,0,0,0,0,0,0,0,221,195,0,0,1.43646203400525,103.783600177725,730904
785B,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,WL,104,0,0,52,52,0,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
785C,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,WL,104,0,0,0,52,52,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
785D,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,WL,104,0,0,0,52,52,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
785E,WOODLANDS RISE,2,2017,N,Y,N,Y,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43646203400525,103.783600177725,730904
786,CHOA CHU KANG DR,17,1995,Y,N,N,Y,N,N,CCK,88,0,0,0,44,44,0,0,0,0,0,0,0,1.39508339823971,103.748349087563,680786
786,YISHUN RING RD,13,1987,Y,N,N,N,N,N,YS,96,0,0,0,39,57,0,0,0,0,0,0,0,1.42612719073754,103.832079231115,NIL
786A,WOODLANDS DR 60,5,1996,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4470300695077,103.799839531114,NIL
786B,WOODLANDS DR 60,13,1996,Y,N,N,Y,N,N,WL,132,0,0,0,132,0,0,0,0,0,0,0,0,1.44568798307172,103.800693953752,732786
